PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_MATURITYLEVEL;REQUIREMENTS_ATTRIBUTES_ASSESSMENTSTATUS;REQUIREMENTS_ATTRIBUTES_CLOUDAPPLICABILITY;REQUIREMENTS_ATTRIBUTES_MITIGATEDTHREATS;REQUIREMENTS_ATTRIBUTES_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_RATIONALESTATEMENT;REQUIREMENTS_ATTRIBUTES_IMPACTSTATEMENT;REQUIREMENTS_ATTRIBUTES_REMEDIATIONPROCEDURE;REQUIREMENTS_ATTRIBUTES_AUDITPROCEDURE;REQUIREMENTS_ATTRIBUTES_ADDITIONALINFORMATION;REQUIREMENTS_ATTRIBUTES_REFERENCES;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-3.3;Multi-factor authentication (where available) is used to authenticate users to third-party online services that process, store or communicate their organisation's non-sensitive data.;3 Multi-factor authentication;ML1;Manual;non-applicable;Account compromise on lower-sensitivity SaaS;Same as 3.2, applied to non-sensitive third-party services. Out of AWS infrastructure scope.;Defence in depth - even non-sensitive services can be staging ground for further attacks.;Evidence must come from each third-party provider.;Where the third-party service supports it, enforce MFA upstream via SSO.;Manual review.;ASD Essential Eight ML1 - Multi-factor authentication - clause 3. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-3.5;Multi-factor authentication is used to authenticate users to third-party online customer services that process, store or communicate their organisation's sensitive customer data.;3 Multi-factor authentication;ML1;Manual;non-applicable;Customer-data exposure via third-party platform;Third-party customer-facing services. Out of AWS infrastructure scope.;Sensitive customer data on third-party platforms still needs MFA.;Evidence must come from the third-party provider.;Enforce MFA in the third-party customer service's IdP.;Manual review.;ASD Essential Eight ML1 - Multi-factor authentication - clause 5. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-4.1;Requests for privileged access to systems, applications and data repositories are validated when first requested.;4 Restrict administrative privileges;ML1;Manual;non-applicable;Unauthorised privilege grant, Insider misuse;Procedural control: privileged-access requests must go through a validation workflow. Prowler does not evaluate change-management workflows.;Privileged access without validation is a primary insider-risk vector.;Evidence comes from access-review tickets, change management or AWS IAM Identity Center request workflows.;Implement a request/approve workflow for AWS privileged role assumption (e.g. IAM Identity Center permission sets with approval) or rely on an external ITSM workflow.;Manual review of change-management evidence.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 1. Procedural.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-4.3;Privileged user accounts (excluding those explicitly authorised to access online services) are prevented from accessing the internet, email and web services.;4 Restrict administrative privileges;ML1;Manual;limited;Drive-by compromise of privileged accounts, Phishing-driven privileged compromise;Network-level control: privileged accounts must not browse the internet or access email. In AWS this would map to SCPs / VPC egress controls / dedicated jump-host architecture - none directly verifiable by a posture scan.;If a privileged account never touches the internet, it cannot be phished or drive-by compromised.;Evidence comes from network architecture and SCP review.;Restrict privileged AWS sessions to a hardened bastion / Cloud Workspace with no general internet egress. Apply SCPs that deny privileged roles from launching workloads with unrestricted internet egress.;Manual review of SCPs and network architecture.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 3.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-4.5;Privileged users use separate privileged and unprivileged operating environments.;4 Restrict administrative privileges;ML1;Manual;non-applicable;Cross-environment compromise, Privileged session hijack;Operating-environment separation is an endpoint / virtualisation control (privileged jump host vs daily workstation). Out of AWS infrastructure scope.;Operating-environment isolation prevents malware on the unprivileged side from attacking privileged sessions.;Evidence comes from endpoint architecture (PAW / privileged jump hosts / WorkSpaces partitioning).;Provide privileged users with a dedicated PAW or privileged WorkSpaces image.;Manual review of endpoint architecture.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 5. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-4.6;Unprivileged user accounts cannot logon to privileged operating environments.;4 Restrict administrative privileges;ML1;Manual;non-applicable;Privileged-environment lateral access;Endpoint logon-policy control. Out of AWS infrastructure scope.;Even read-only access to a privileged environment is a foothold.;Evidence comes from endpoint logon policy / Active Directory.;Enforce logon restrictions on privileged endpoints.;Manual review.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 6. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-4.7;Privileged user accounts (excluding local administrator accounts) cannot logon to unprivileged operating environments.;4 Restrict administrative privileges;ML1;Manual;non-applicable;Privileged-credential exposure on unprivileged hosts;Endpoint logon-policy control. Out of AWS infrastructure scope.;Privileged credentials must never be entered on potentially-compromised unprivileged endpoints.;Evidence comes from endpoint logon policy / Active Directory.;Enforce that privileged accounts can only logon to PAWs / jump hosts.;Manual review.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 7. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-5.1;Application control is implemented on workstations.;5 Application control;ML1;Manual;non-applicable;Malware execution on workstations;Application control is fundamentally an endpoint allowlist. AWS infrastructure has no direct equivalent for workstation app control.;Application control on workstations is the highest-impact mitigation against malware.;Evidence comes from endpoint allowlist tooling (AppLocker, WDAC, third-party EDR).;Deploy AppLocker / Windows Defender Application Control / equivalent on every workstation.;Manual review of endpoint app-control coverage.;ASD Essential Eight ML1 - Application control - clause 1. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-5.2;Application control is applied to user profiles and temporary folders used by operating systems, web browsers and email clients.;5 Application control;ML1;Manual;non-applicable;Drop-and-execute from user profile, Browser-cache execution, Email-attachment execution;Endpoint app-control scope (user profiles, temp folders). Out of AWS infrastructure scope.;User-writable folders are the most common malware drop locations.;Evidence comes from endpoint app-control configuration.;Configure AppLocker / WDAC rules to cover %APPDATA%, %TEMP%, browser caches, email-client temp folders.;Manual review.;ASD Essential Eight ML1 - Application control - clause 2. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-5.3;Application control restricts the execution of executables, software libraries, scripts, installers, compiled HTML, HTML applications and control panel applets to an organisation-approved set.;5 Application control;ML1;Manual;non-applicable;Unauthorised executable execution, Library hijacking, Script-based malware, HTA / CHM payload execution;Endpoint allowlisting of executable file types. Out of AWS infrastructure scope.;An effective allowlist must cover all execution surfaces, not only .exe.;Evidence comes from endpoint app-control rule set.;Define an organisation-approved allowlist covering all listed file types and enforce it in AppLocker / WDAC / equivalent.;Manual review of allowlist contents.;ASD Essential Eight ML1 - Application control - clause 3. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-6.1;Microsoft Office macros are disabled for users that do not have a demonstrated business requirement.;6 Restrict Microsoft Office macros;ML1;Manual;non-applicable;Macro-based malware delivery;Endpoint / Microsoft 365 control. Out of AWS infrastructure scope.;Most users never need Office macros. Disabling by default removes a major delivery vector.;Evidence comes from Microsoft 365 / Group Policy.;Disable macros via Group Policy / Intune / M365 admin policies, with explicit allowlist for business-justified users.;Manual review of M365 macro policy.;ASD Essential Eight ML1 - Restrict Microsoft Office macros - clause 1. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-6.2;Microsoft Office macros in files originating from the internet are blocked.;6 Restrict Microsoft Office macros;ML1;Manual;non-applicable;Internet-sourced macro malware;Endpoint / Microsoft 365 control (Mark-of-the-Web macro blocking). Out of AWS infrastructure scope.;Internet-sourced documents are the primary macro-delivery vector.;Evidence comes from Microsoft 365 / Group Policy.;Enable 'Block macros from running in Office files from the internet' via Group Policy / Intune.;Manual review.;ASD Essential Eight ML1 - Restrict Microsoft Office macros - clause 2. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-6.3;Microsoft Office macro antivirus scanning is enabled.;6 Restrict Microsoft Office macros;ML1;Manual;non-applicable;Macro-borne malware not detected at file-open time;Endpoint / Microsoft 365 control (AMSI integration with macros). Out of AWS infrastructure scope.;Antivirus scanning of macros at run-time catches polymorphic payloads that static analysis misses.;Evidence comes from endpoint AV / AMSI configuration.;Enable AMSI macro scanning via Group Policy.;Manual review.;ASD Essential Eight ML1 - Restrict Microsoft Office macros - clause 3. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-6.4;Microsoft Office macro security settings cannot be changed by users.;6 Restrict Microsoft Office macros;ML1;Manual;non-applicable;User-driven macro policy bypass;Endpoint / Microsoft 365 control. Out of AWS infrastructure scope.;If users can change macro security settings, the previous controls become advisory.;Evidence comes from Group Policy lockdown.;Apply Group Policy that prevents users from changing Office macro security settings.;Manual review.;ASD Essential Eight ML1 - Restrict Microsoft Office macros - clause 4. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-7.1;Internet Explorer 11 is disabled or removed.;7 User application hardening;ML1;Manual;non-applicable;Legacy-browser exploitation;Endpoint browser control. Out of AWS infrastructure scope.;Internet Explorer 11 is end-of-life and a recurring entry vector.;Evidence comes from endpoint software inventory.;Remove or disable IE 11 via endpoint management.;Manual review.;ASD Essential Eight ML1 - User application hardening - clause 1. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-7.2;Web browsers do not process Java from the internet.;7 User application hardening;ML1;Manual;non-applicable;Java-applet exploitation;Endpoint browser control. Out of AWS infrastructure scope.;Java in browsers is a long-standing exploitation surface.;Evidence comes from browser policy enforced via endpoint management.;Block Java in browsers via Group Policy / browser policy templates.;Manual review.;ASD Essential Eight ML1 - User application hardening - clause 2. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-7.3;Web browsers do not process web advertisements from the internet.;7 User application hardening;ML1;Manual;non-applicable;Malvertising delivery;Endpoint browser control. Out of AWS infrastructure scope.;Malicious advertising is a passive infection vector.;Evidence comes from browser ad-blocking enforcement.;Deploy enterprise ad-blocking via browser policy or upstream DNS filtering.;Manual review.;ASD Essential Eight ML1 - User application hardening - clause 3. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-7.4;Web browser security settings cannot be changed by users.;7 User application hardening;ML1;Manual;non-applicable;User-driven browser hardening bypass;Endpoint browser control. Out of AWS infrastructure scope.;If users can change browser security settings, the previous controls become advisory.;Evidence comes from browser policy enforcement.;Lock browser security settings via Group Policy / browser policy templates.;Manual review.;ASD Essential Eight ML1 - User application hardening - clause 4. Out of AWS infrastructure scope.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;;;2026-09-13 17:05:55.304157;E8-8.4;Restoration of data, applications and settings from backups to a common point in time is tested as part of disaster recovery exercises.;8 Regular backups;ML1;Manual;non-applicable;Untested recovery path, Disaster recovery failure;Restoration testing is a procedural / operational control. AWS APIs do not surface evidence that a restoration test occurred.;Untested backups are unreliable backups.;Evidence comes from DR exercise reports.;Schedule and execute DR exercises that include backup restoration to a common point in time. Record results.;Manual review of DR exercise evidence (last 12 months).;"ASD Essential Eight ML1 - Regular backups - clause 4. Procedural; out of Prowler scope.";https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;MANUAL;Manual check;manual_check;Manual check;manual;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
